ORI_ZONE,DST_ZONE,normalized_count,hour,day,count
0.0,1.0,0.04578869598886,19.0,0.0,1.0
0.0,1.0,0.04578869598886,19.0,1.0,1.0
0.0,1.0,0.04578869598886,19.0,4.0,2.0
0.0,1.0,0.04578869598886,19.0,5.0,2.0
0.0,1.0,0.04578869598886,20.0,1.0,2.0
0.0,1.0,0.04578869598886,20.0,4.0,2.0
0.0,1.0,0.04578869598886,21.0,0.0,2.0
0.0,1.0,0.04578869598886,21.0,1.0,2.0
0.0,1.0,0.04578869598886,21.0,4.0,2.0
0.0,1.0,0.04578869598886,21.0,5.0,2.0
0.0,1.0,0.04578869598886,21.0,6.0,1.0
0.0,1.0,0.04578869598886,22.0,0.0,1.0
0.0,1.0,0.04578869598886,22.0,1.0,4.0
0.0,1.0,0.04578869598886,22.0,5.0,1.0
0.0,2.0,0.07447340854991799,0.0,5.0,1.0
0.0,2.0,0.07447340854991799,3.0,6.0,1.0
0.0,2.0,0.07447340854991799,6.0,0.0,2.0
0.0,2.0,0.07447340854991799,6.0,1.0,2.0
0.0,2.0,0.07447340854991799,6.0,5.0,2.0
0.0,2.0,0.07447340854991799,6.0,6.0,1.0
0.0,2.0,0.07447340854991799,7.0,0.0,4.0
0.0,2.0,0.07447340854991799,7.0,1.0,3.0
0.0,2.0,0.07447340854991799,8.0,0.0,4.0
0.0,2.0,0.07447340854991799,8.0,1.0,3.0
0.0,2.0,0.07447340854991799,8.0,5.0,3.0
0.0,2.0,0.07447340854991799,8.0,6.0,2.0
0.0,2.0,0.07447340854991799,9.0,0.0,6.0
0.0,2.0,0.07447340854991799,9.0,1.0,7.0
0.0,2.0,0.07447340854991799,9.0,5.0,4.0
0.0,2.0,0.07447340854991799,9.0,6.0,2.0
0.0,2.0,0.07447340854991799,10.0,0.0,5.0
0.0,2.0,0.07447340854991799,10.0,1.0,7.0
0.0,2.0,0.07447340854991799,10.0,4.0,6.0
0.0,2.0,0.07447340854991799,10.0,5.0,2.0
0.0,2.0,0.07447340854991799,10.0,6.0,2.0
0.0,2.0,0.07447340854991799,11.0,0.0,4.0
0.0,2.0,0.07447340854991799,11.0,1.0,2.0
0.0,2.0,0.07447340854991799,11.0,4.0,4.0
0.0,2.0,0.07447340854991799,11.0,5.0,4.0
0.0,2.0,0.07447340854991799,11.0,6.0,4.0
0.0,2.0,0.07447340854991799,12.0,0.0,6.0
0.0,2.0,0.07447340854991799,12.0,1.0,4.0
0.0,2.0,0.07447340854991799,12.0,4.0,5.0
0.0,2.0,0.07447340854991799,12.0,6.0,2.0
0.0,2.0,0.07447340854991799,13.0,0.0,4.0
0.0,2.0,0.07447340854991799,13.0,1.0,5.0
0.0,2.0,0.07447340854991799,13.0,4.0,5.0
0.0,2.0,0.07447340854991799,13.0,5.0,6.0
0.0,2.0,0.07447340854991799,13.0,6.0,2.0
0.0,2.0,0.07447340854991799,14.0,0.0,6.0
0.0,2.0,0.07447340854991799,14.0,1.0,5.0
0.0,2.0,0.07447340854991799,14.0,4.0,8.0
0.0,2.0,0.07447340854991799,14.0,5.0,3.0
0.0,2.0,0.07447340854991799,14.0,6.0,1.0
0.0,2.0,0.07447340854991799,15.0,0.0,3.0
0.0,2.0,0.07447340854991799,15.0,1.0,3.0
0.0,2.0,0.07447340854991799,15.0,4.0,8.0
0.0,2.0,0.07447340854991799,15.0,5.0,7.0
0.0,2.0,0.07447340854991799,15.0,6.0,6.0
0.0,2.0,0.07447340854991799,16.0,0.0,2.0
0.0,2.0,0.07447340854991799,16.0,1.0,4.0
0.0,2.0,0.07447340854991799,16.0,4.0,1.0
0.0,2.0,0.07447340854991799,16.0,5.0,2.0
0.0,2.0,0.07447340854991799,16.0,6.0,3.0
0.0,2.0,0.07447340854991799,17.0,0.0,5.0
0.0,2.0,0.07447340854991799,17.0,1.0,5.0
0.0,2.0,0.07447340854991799,17.0,4.0,4.0
0.0,2.0,0.07447340854991799,17.0,5.0,4.0
0.0,2.0,0.07447340854991799,17.0,6.0,1.0
0.0,2.0,0.07447340854991799,18.0,0.0,3.0
0.0,2.0,0.07447340854991799,18.0,1.0,4.0
0.0,2.0,0.07447340854991799,18.0,4.0,2.0
0.0,2.0,0.07447340854991799,18.0,5.0,2.0
0.0,2.0,0.07447340854991799,18.0,6.0,1.0
0.0,2.0,0.07447340854991799,19.0,0.0,1.0
0.0,2.0,0.07447340854991799,19.0,1.0,1.0
0.0,2.0,0.07447340854991799,19.0,4.0,2.0
0.0,2.0,0.07447340854991799,19.0,5.0,2.0
0.0,2.0,0.07447340854991799,20.0,0.0,2.0
0.0,2.0,0.07447340854991799,20.0,1.0,5.0
0.0,2.0,0.07447340854991799,20.0,4.0,4.0
0.0,2.0,0.07447340854991799,20.0,5.0,2.0
0.0,2.0,0.07447340854991799,20.0,6.0,1.0
0.0,2.0,0.07447340854991799,21.0,1.0,2.0
0.0,2.0,0.07447340854991799,21.0,4.0,3.0
0.0,2.0,0.07447340854991799,21.0,5.0,5.0
0.0,2.0,0.07447340854991799,21.0,6.0,3.0
0.0,2.0,0.07447340854991799,22.0,0.0,1.0
0.0,2.0,0.07447340854991799,22.0,1.0,5.0
0.0,2.0,0.07447340854991799,22.0,4.0,2.0
0.0,2.0,0.07447340854991799,22.0,5.0,4.0
0.0,2.0,0.07447340854991799,22.0,6.0,2.0
0.0,2.0,0.07447340854991799,23.0,4.0,1.0
0.0,2.0,0.07447340854991799,23.0,5.0,2.0
0.0,2.0,0.07447340854991799,23.0,6.0,2.0
0.0,3.0,0.046225274639023164,0.0,5.0,1.0
0.0,3.0,0.046225274639023164,0.0,6.0,1.0
0.0,3.0,0.046225274639023164,6.0,0.0,1.0
0.0,3.0,0.046225274639023164,7.0,1.0,2.0
0.0,3.0,0.046225274639023164,7.0,5.0,1.0
0.0,3.0,0.046225274639023164,8.0,0.0,2.0
0.0,3.0,0.046225274639023164,9.0,1.0,2.0
0.0,3.0,0.046225274639023164,9.0,5.0,3.0
0.0,3.0,0.046225274639023164,10.0,0.0,3.0
0.0,3.0,0.046225274639023164,10.0,4.0,4.0
0.0,3.0,0.046225274639023164,10.0,5.0,1.0
0.0,3.0,0.046225274639023164,11.0,1.0,3.0
0.0,3.0,0.046225274639023164,11.0,4.0,1.0
0.0,3.0,0.046225274639023164,11.0,5.0,2.0
0.0,3.0,0.046225274639023164,12.0,1.0,1.0
0.0,3.0,0.046225274639023164,12.0,4.0,1.0
0.0,3.0,0.046225274639023164,12.0,5.0,1.0
0.0,3.0,0.046225274639023164,12.0,6.0,1.0
0.0,3.0,0.046225274639023164,13.0,4.0,2.0
0.0,3.0,0.046225274639023164,14.0,1.0,1.0
0.0,3.0,0.046225274639023164,14.0,5.0,1.0
0.0,3.0,0.046225274639023164,14.0,6.0,2.0
0.0,3.0,0.046225274639023164,15.0,0.0,3.0
0.0,3.0,0.046225274639023164,15.0,1.0,1.0
0.0,3.0,0.046225274639023164,15.0,4.0,1.0
0.0,3.0,0.046225274639023164,15.0,5.0,2.0
0.0,3.0,0.046225274639023164,16.0,0.0,3.0
0.0,3.0,0.046225274639023164,16.0,1.0,3.0
0.0,3.0,0.046225274639023164,16.0,4.0,2.0
0.0,3.0,0.046225274639023164,16.0,6.0,4.0
0.0,3.0,0.046225274639023164,17.0,4.0,2.0
0.0,3.0,0.046225274639023164,18.0,0.0,2.0
0.0,3.0,0.046225274639023164,18.0,4.0,1.0
0.0,3.0,0.046225274639023164,18.0,6.0,1.0
0.0,3.0,0.046225274639023164,19.0,4.0,2.0
0.0,3.0,0.046225274639023164,19.0,5.0,1.0
0.0,3.0,0.046225274639023164,19.0,6.0,1.0
0.0,3.0,0.046225274639023164,20.0,1.0,1.0
0.0,3.0,0.046225274639023164,21.0,4.0,2.0
0.0,3.0,0.046225274639023164,21.0,6.0,1.0
0.0,3.0,0.046225274639023164,22.0,4.0,3.0
0.0,3.0,0.046225274639023164,22.0,5.0,1.0
0.0,3.0,0.046225274639023164,22.0,6.0,1.0
0.0,3.0,0.046225274639023164,23.0,4.0,1.0
0.0,3.0,0.046225274639023164,23.0,5.0,1.0
0.0,4.0,0.05082243402719558,0.0,5.0,2.0
0.0,4.0,0.05082243402719558,0.0,6.0,2.0
0.0,4.0,0.05082243402719558,1.0,1.0,1.0
0.0,4.0,0.05082243402719558,1.0,6.0,2.0
0.0,4.0,0.05082243402719558,3.0,6.0,1.0
0.0,4.0,0.05082243402719558,5.0,1.0,1.0
0.0,4.0,0.05082243402719558,6.0,1.0,2.0
0.0,4.0,0.05082243402719558,6.0,5.0,2.0
0.0,4.0,0.05082243402719558,7.0,0.0,2.0
0.0,4.0,0.05082243402719558,7.0,1.0,3.0
0.0,4.0,0.05082243402719558,7.0,6.0,1.0
0.0,4.0,0.05082243402719558,8.0,1.0,1.0
0.0,4.0,0.05082243402719558,9.0,0.0,4.0
0.0,4.0,0.05082243402719558,9.0,1.0,2.0
0.0,4.0,0.05082243402719558,9.0,5.0,2.0
0.0,4.0,0.05082243402719558,9.0,6.0,1.0
0.0,4.0,0.05082243402719558,10.0,0.0,5.0
0.0,4.0,0.05082243402719558,10.0,1.0,4.0
0.0,4.0,0.05082243402719558,10.0,4.0,3.0
0.0,4.0,0.05082243402719558,10.0,5.0,3.0
0.0,4.0,0.05082243402719558,10.0,6.0,1.0
0.0,4.0,0.05082243402719558,11.0,0.0,2.0
0.0,4.0,0.05082243402719558,11.0,1.0,3.0
0.0,4.0,0.05082243402719558,11.0,4.0,1.0
0.0,4.0,0.05082243402719558,11.0,5.0,1.0
0.0,4.0,0.05082243402719558,11.0,6.0,3.0
0.0,4.0,0.05082243402719558,12.0,0.0,3.0
0.0,4.0,0.05082243402719558,12.0,1.0,4.0
0.0,4.0,0.05082243402719558,12.0,4.0,1.0
0.0,4.0,0.05082243402719558,12.0,5.0,1.0
0.0,4.0,0.05082243402719558,13.0,0.0,3.0
0.0,4.0,0.05082243402719558,13.0,1.0,2.0
0.0,4.0,0.05082243402719558,13.0,4.0,2.0
0.0,4.0,0.05082243402719558,13.0,5.0,1.0
0.0,4.0,0.05082243402719558,14.0,0.0,2.0
0.0,4.0,0.05082243402719558,14.0,1.0,3.0
0.0,4.0,0.05082243402719558,14.0,4.0,4.0
0.0,4.0,0.05082243402719558,14.0,5.0,4.0
0.0,4.0,0.05082243402719558,14.0,6.0,1.0
0.0,4.0,0.05082243402719558,15.0,0.0,3.0
0.0,4.0,0.05082243402719558,15.0,4.0,3.0
0.0,4.0,0.05082243402719558,15.0,5.0,3.0
0.0,4.0,0.05082243402719558,15.0,6.0,2.0
0.0,4.0,0.05082243402719558,16.0,0.0,5.0
0.0,4.0,0.05082243402719558,16.0,1.0,1.0
0.0,4.0,0.05082243402719558,16.0,4.0,3.0
0.0,4.0,0.05082243402719558,16.0,5.0,1.0
0.0,4.0,0.05082243402719558,16.0,6.0,1.0
0.0,4.0,0.05082243402719558,17.0,0.0,2.0
0.0,4.0,0.05082243402719558,17.0,1.0,3.0
0.0,4.0,0.05082243402719558,17.0,6.0,4.0
0.0,4.0,0.05082243402719558,18.0,0.0,1.0
0.0,4.0,0.05082243402719558,18.0,4.0,2.0
0.0,4.0,0.05082243402719558,18.0,5.0,2.0
0.0,4.0,0.05082243402719558,18.0,6.0,2.0
0.0,4.0,0.05082243402719558,19.0,0.0,1.0
0.0,4.0,0.05082243402719558,19.0,1.0,2.0
0.0,4.0,0.05082243402719558,19.0,4.0,1.0
0.0,4.0,0.05082243402719558,19.0,5.0,1.0
0.0,4.0,0.05082243402719558,19.0,6.0,2.0
0.0,4.0,0.05082243402719558,20.0,4.0,4.0
0.0,4.0,0.05082243402719558,20.0,5.0,2.0
0.0,4.0,0.05082243402719558,20.0,6.0,2.0
0.0,4.0,0.05082243402719558,21.0,1.0,2.0
0.0,4.0,0.05082243402719558,21.0,4.0,2.0
0.0,4.0,0.05082243402719558,21.0,5.0,2.0
0.0,4.0,0.05082243402719558,22.0,0.0,1.0
0.0,4.0,0.05082243402719558,22.0,4.0,4.0
0.0,4.0,0.05082243402719558,22.0,5.0,1.0
0.0,4.0,0.05082243402719558,23.0,4.0,2.0
0.0,4.0,0.05082243402719558,23.0,5.0,3.0
0.0,4.0,0.05082243402719558,23.0,6.0,1.0
0.0,5.0,0.04412074129884953,0.0,5.0,1.0
0.0,5.0,0.04412074129884953,1.0,5.0,1.0
0.0,5.0,0.04412074129884953,1.0,6.0,1.0
0.0,5.0,0.04412074129884953,4.0,6.0,1.0
0.0,5.0,0.04412074129884953,5.0,0.0,1.0
0.0,5.0,0.04412074129884953,6.0,1.0,1.0
0.0,5.0,0.04412074129884953,7.0,0.0,2.0
0.0,5.0,0.04412074129884953,7.0,1.0,2.0
0.0,5.0,0.04412074129884953,7.0,5.0,2.0
0.0,5.0,0.04412074129884953,8.0,0.0,1.0
0.0,5.0,0.04412074129884953,8.0,1.0,3.0
0.0,5.0,0.04412074129884953,8.0,5.0,7.0
0.0,5.0,0.04412074129884953,9.0,1.0,1.0
0.0,5.0,0.04412074129884953,9.0,5.0,1.0
0.0,5.0,0.04412074129884953,9.0,6.0,2.0
0.0,5.0,0.04412074129884953,10.0,0.0,1.0
0.0,5.0,0.04412074129884953,10.0,1.0,2.0
0.0,5.0,0.04412074129884953,10.0,4.0,4.0
0.0,5.0,0.04412074129884953,10.0,5.0,1.0
0.0,5.0,0.04412074129884953,11.0,1.0,1.0
0.0,5.0,0.04412074129884953,11.0,4.0,4.0
0.0,5.0,0.04412074129884953,12.0,1.0,3.0
0.0,5.0,0.04412074129884953,12.0,4.0,2.0
0.0,5.0,0.04412074129884953,12.0,5.0,2.0
0.0,5.0,0.04412074129884953,12.0,6.0,1.0
0.0,5.0,0.04412074129884953,13.0,0.0,1.0
0.0,5.0,0.04412074129884953,13.0,1.0,3.0
0.0,5.0,0.04412074129884953,13.0,4.0,2.0
0.0,5.0,0.04412074129884953,13.0,5.0,1.0
0.0,5.0,0.04412074129884953,13.0,6.0,2.0
0.0,5.0,0.04412074129884953,14.0,0.0,3.0
0.0,5.0,0.04412074129884953,14.0,1.0,2.0
0.0,5.0,0.04412074129884953,14.0,4.0,5.0
0.0,5.0,0.04412074129884953,14.0,5.0,3.0
0.0,5.0,0.04412074129884953,14.0,6.0,1.0
0.0,5.0,0.04412074129884953,15.0,0.0,2.0
0.0,5.0,0.04412074129884953,15.0,1.0,3.0
0.0,5.0,0.04412074129884953,15.0,4.0,4.0
0.0,5.0,0.04412074129884953,15.0,5.0,2.0
0.0,5.0,0.04412074129884953,15.0,6.0,1.0
0.0,5.0,0.04412074129884953,16.0,0.0,1.0
0.0,5.0,0.04412074129884953,16.0,1.0,4.0
0.0,5.0,0.04412074129884953,16.0,4.0,1.0
0.0,5.0,0.04412074129884953,16.0,5.0,2.0
0.0,5.0,0.04412074129884953,16.0,6.0,1.0
0.0,5.0,0.04412074129884953,17.0,0.0,3.0
0.0,5.0,0.04412074129884953,17.0,1.0,2.0
0.0,5.0,0.04412074129884953,17.0,4.0,2.0
0.0,5.0,0.04412074129884953,17.0,5.0,1.0
0.0,5.0,0.04412074129884953,17.0,6.0,1.0
0.0,5.0,0.04412074129884953,18.0,1.0,2.0
0.0,5.0,0.04412074129884953,18.0,5.0,1.0
0.0,5.0,0.04412074129884953,18.0,6.0,3.0
0.0,5.0,0.04412074129884953,19.0,0.0,1.0
0.0,5.0,0.04412074129884953,19.0,1.0,1.0
0.0,5.0,0.04412074129884953,19.0,4.0,2.0
0.0,5.0,0.04412074129884953,19.0,5.0,4.0
0.0,5.0,0.04412074129884953,19.0,6.0,3.0
0.0,5.0,0.04412074129884953,20.0,1.0,2.0
0.0,5.0,0.04412074129884953,21.0,0.0,1.0
0.0,5.0,0.04412074129884953,21.0,1.0,1.0
0.0,5.0,0.04412074129884953,21.0,5.0,1.0
0.0,5.0,0.04412074129884953,21.0,6.0,1.0
0.0,5.0,0.04412074129884953,22.0,0.0,1.0
0.0,5.0,0.04412074129884953,22.0,1.0,1.0
0.0,5.0,0.04412074129884953,22.0,4.0,2.0
0.0,5.0,0.04412074129884953,22.0,5.0,3.0
0.0,5.0,0.04412074129884953,22.0,6.0,2.0
0.0,5.0,0.04412074129884953,23.0,0.0,1.0
0.0,5.0,0.04412074129884953,23.0,5.0,1.0
0.0,6.0,0.04141548773192714,6.0,0.0,1.0
0.0,6.0,0.04141548773192714,7.0,0.0,1.0
0.0,6.0,0.04141548773192714,7.0,5.0,3.0
0.0,6.0,0.04141548773192714,8.0,0.0,1.0
0.0,6.0,0.04141548773192714,8.0,1.0,1.0
0.0,6.0,0.04141548773192714,8.0,5.0,2.0
0.0,6.0,0.04141548773192714,8.0,6.0,1.0
0.0,6.0,0.04141548773192714,9.0,0.0,1.0
0.0,6.0,0.04141548773192714,9.0,1.0,1.0
0.0,6.0,0.04141548773192714,9.0,5.0,2.0
0.0,6.0,0.04141548773192714,10.0,4.0,2.0
0.0,6.0,0.04141548773192714,10.0,5.0,1.0
0.0,6.0,0.04141548773192714,11.0,0.0,2.0
0.0,6.0,0.04141548773192714,11.0,1.0,1.0
0.0,6.0,0.04141548773192714,11.0,4.0,3.0
0.0,6.0,0.04141548773192714,11.0,6.0,3.0
0.0,6.0,0.04141548773192714,12.0,0.0,1.0
0.0,6.0,0.04141548773192714,12.0,1.0,3.0
0.0,6.0,0.04141548773192714,12.0,4.0,1.0
0.0,6.0,0.04141548773192714,12.0,6.0,2.0
0.0,6.0,0.04141548773192714,13.0,0.0,2.0
0.0,6.0,0.04141548773192714,13.0,4.0,1.0
0.0,6.0,0.04141548773192714,13.0,5.0,3.0
0.0,6.0,0.04141548773192714,13.0,6.0,1.0
0.0,6.0,0.04141548773192714,14.0,0.0,2.0
0.0,6.0,0.04141548773192714,14.0,1.0,1.0
0.0,6.0,0.04141548773192714,14.0,4.0,3.0
0.0,6.0,0.04141548773192714,14.0,6.0,3.0
0.0,6.0,0.04141548773192714,15.0,4.0,2.0
0.0,6.0,0.04141548773192714,15.0,5.0,2.0
0.0,6.0,0.04141548773192714,16.0,0.0,2.0
0.0,6.0,0.04141548773192714,16.0,1.0,3.0
0.0,6.0,0.04141548773192714,16.0,4.0,1.0
0.0,6.0,0.04141548773192714,17.0,0.0,2.0
0.0,6.0,0.04141548773192714,17.0,1.0,2.0
0.0,6.0,0.04141548773192714,17.0,4.0,2.0
0.0,6.0,0.04141548773192714,17.0,5.0,3.0
0.0,6.0,0.04141548773192714,18.0,1.0,2.0
0.0,6.0,0.04141548773192714,19.0,0.0,1.0
0.0,6.0,0.04141548773192714,19.0,1.0,1.0
0.0,6.0,0.04141548773192714,19.0,5.0,2.0
0.0,6.0,0.04141548773192714,19.0,6.0,1.0
0.0,6.0,0.04141548773192714,20.0,0.0,2.0
0.0,6.0,0.04141548773192714,20.0,1.0,1.0
0.0,6.0,0.04141548773192714,20.0,4.0,1.0
0.0,6.0,0.04141548773192714,20.0,5.0,3.0
0.0,6.0,0.04141548773192714,21.0,1.0,2.0
0.0,6.0,0.04141548773192714,21.0,4.0,1.0
0.0,6.0,0.04141548773192714,21.0,6.0,2.0
0.0,6.0,0.04141548773192714,22.0,0.0,1.0
0.0,6.0,0.04141548773192714,22.0,1.0,2.0
0.0,6.0,0.04141548773192714,22.0,5.0,1.0
0.0,6.0,0.04141548773192714,23.0,5.0,1.0
0.0,7.0,0.04318902513109136,4.0,5.0,1.0
0.0,7.0,0.04318902513109136,6.0,1.0,2.0
0.0,7.0,0.04318902513109136,6.0,6.0,1.0
0.0,7.0,0.04318902513109136,7.0,0.0,1.0
0.0,7.0,0.04318902513109136,7.0,1.0,2.0
0.0,7.0,0.04318902513109136,7.0,5.0,3.0
0.0,7.0,0.04318902513109136,8.0,0.0,2.0
0.0,7.0,0.04318902513109136,8.0,1.0,2.0
0.0,7.0,0.04318902513109136,9.0,1.0,2.0
0.0,7.0,0.04318902513109136,9.0,6.0,3.0
0.0,7.0,0.04318902513109136,10.0,1.0,2.0
0.0,7.0,0.04318902513109136,10.0,4.0,1.0
0.0,7.0,0.04318902513109136,11.0,0.0,2.0
0.0,7.0,0.04318902513109136,11.0,1.0,3.0
0.0,7.0,0.04318902513109136,11.0,5.0,2.0
0.0,7.0,0.04318902513109136,12.0,0.0,2.0
0.0,7.0,0.04318902513109136,12.0,1.0,2.0
0.0,7.0,0.04318902513109136,12.0,4.0,2.0
0.0,7.0,0.04318902513109136,12.0,5.0,1.0
0.0,7.0,0.04318902513109136,12.0,6.0,1.0
0.0,7.0,0.04318902513109136,13.0,0.0,2.0
0.0,7.0,0.04318902513109136,13.0,1.0,1.0
0.0,7.0,0.04318902513109136,13.0,4.0,3.0
0.0,7.0,0.04318902513109136,13.0,5.0,1.0
